BHID,From,To,Rock Type/ Alterations,Symbol,Rtype,Description,
BH7,151,152,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,152,153,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,153,154,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,154,155,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,155,156,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,156,157,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,157,158,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,158,159,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,159,160,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,160,161,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,161,162,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,162,163,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,163,164,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,164,165,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,165,166,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,166,167,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,167,168,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,168,169,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,169,170,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,170,171,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,171,172,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,172,173,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,173,174,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,174,175,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,175,176,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,176,177,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,177,178,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,178,179,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,179,180,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,180,181,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,181,182,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,182,183,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,183,184,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,184,185,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size and jasperite occasionally,
BH7,185,186,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size and jasperite occasionally,
BH7,186,187,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size and jasperite occasionally,
BH7,187,188,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size and jasperite occasionally,
BH7,188,189,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size and jasperite occasionally,
BH7,189,190,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,190,191,Brecciated basalt,B-Ja,11,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,191,192,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,192,193,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,193,194,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt,
BH7,194,195,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,195,196,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,196,197,Brecciated basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt containing breccia of different size,
BH7,197,198,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite containing jasperite occasionally,
BH7,198,199,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite containing jasperite occasionally,
BH7,199,200,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite containing jasperite occasionally,
BH7,200,201,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite containing jasperite occasionally,
BH7,201,202,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite conatining breccia of different sizes,
BH7,202,203,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite conatining breccia of different sizes,
BH7,203,204,Andesite/Basalt,B,2,Dark grenish-grey to dark grey hydrothermally altered basalt  & andesite conatining breccia of different sizes,
BH7,204,205,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt containing jasperite at places,
BH7,205,206,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt containing jasperite at places,
BH7,206,207,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt containing jasperite at places,
BH7,207,208,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt containing jasperite at places,
BH7,208,209,Basalt,B,2,Dark grenish-grey to dark grey fine grained mafic hydrothermally altered basalt containing jasperite at places,
